eventId,eventType,occurredAt,userSub,username,department,clientId,chainId,ipAddress,userAgent,successful,synthetic_label,anomaly_type
47361162-7cb1-4dbf-8b14-98d45cc00343,identidad.login,2026-01-01 09:16:08,U000170,user170,reclamos,citypass-mobile,,10.1.159.227,Edge-Windows,True,0,normal
c978c7d3-2d88-4161-90e5-28bea9f47dbe,identidad.logout,2026-01-01 09:30:49,U000096,,residuos,citypass-admin-web,ef688297-0eec-4a21-8ee6-2e7059bb650e,10.12.43.156,Edge-Windows,True,0,normal
b0417d74-506e-405f-9632-bdb395dfab79,identidad.refresh,2026-01-01 09:46:56,U000168,user168,eda,citypass-admin-web,e1e36a64-cd5e-4e6c-9c8d-345ccaafec87,10.13.4.68,Chrome-Android,True,0,normal
38f882c8-b372-4ee1-a2ae-6080515fb50e,identidad.refresh,2026-01-01 09:52:10,U000141,user141,emergencias,citypass-mobile,acafb2be-5442-4913-adf2-5ec7ac085c09,10.5.222.18,Chrome-Android,True,0,normal
b81fb0cf-93b4-4e4d-a2d9-471c56c1c29f,identidad.refresh,2026-01-01 09:52:14,U000103,user103,analitica,citypass-admin-web,3492fd98-a16b-4984-b7a6-d62352250acc,10.19.69.83,Chrome-Windows,True,0,normal
f0e600dc-f117-483b-9344-828630ec6313,identidad.login,2026-01-01 09:58:48,U000115,user115,eda,citypass-admin-web,,10.18.75.179,Chrome-Android,True,0,normal
779ccb56-82e1-468f-8c04-d31ccb453fec,identidad.refresh,2026-01-01 10:01:20,U000136,user136,analitica,citypass-admin-web,e60154ff-0d00-4ffc-8c0d-9bc2ff3ffca2,10.2.53.69,Firefox-Windows,True,0,normal
2ffbfccc-2937-429f-9940-4e5817ac1d5b,identidad.login,2026-01-01 10:20:47,U000020,user020,analitica,citypass-mobile,,10.9.197.165,Chrome-Windows,True,0,normal
0ba373fc-c218-4cf3-9289-8aa953868f1e,identidad.login,2026-01-01 10:40:23,U000020,user020,analitica,citypass-mobile,,10.9.197.165,Chrome-Windows,True,0,normal
1c0c9be2-8ad2-4195-889a-d32bf7525d1f,identidad.login,2026-01-01 10:45:39,U000111,user111,residuos,citypass-admin-web,,10.10.65.60,Edge-Windows,True,0,normal
81da375e-8417-44bb-bbdd-5feed6e62b74,identidad.login,2026-01-01 11:02:43,U000013,user013,analitica,citypass-admin-web,,10.2.59.211,Firefox-Windows,True,0,normal
a4849ae1-02a4-4711-8cdc-0c82a38f82cd,identidad.refresh,2026-01-01 12:14:05,U000149,user149,reclamos,citypass-mobile,825f9b5b-a0d3-48f6-8d16-ff156d08f592,10.3.219.85,Firefox-Windows,True,0,normal
c2317014-48e4-4363-b9d4-4d3409657234,identidad.refresh,2026-01-01 12:22:53,U000057,user057,movilidad,citypass-mobile,c8b205a3-b3db-4294-b13b-b50c5a85e5a3,10.4.91.200,Edge-Windows,True,0,normal
d5dbe0a4-3251-43c0-a1ca-de56428723ca,identidad.login,2026-01-01 12:30:04,U000025,user025,reclamos,citypass-admin-web,,10.3.251.195,Edge-Windows,True,0,normal
e71050df-4ca9-4861-8cd7-8700b5b7b54e,identidad.login,2026-01-01 12:30:48,U000147,user147,eda,citypass-admin-web,,10.17.234.117,Edge-Windows,True,0,normal
01ea14c1-345e-4907-8717-e3fb3d313006,identidad.login,2026-01-01 12:48:13,U000085,user085,reclamos,citypass-mobile,,10.2.53.214,Chrome-Android,True,0,normal
4a61ed14-a75c-4123-bb71-74e003bc7dfc,identidad.refresh,2026-01-01 12:48:26,U000117,user117,residuos,citypass-admin-web,9c9882ca-188d-4a21-bc68-f4f5e216b66d,10.16.30.211,Chrome-Android,True,0,normal
e352f312-dc2d-49dc-a7ec-5a559eced17e,identidad.logout,2026-01-01 12:50:10,U000011,,movilidad,citypass-admin-web,16b07ee0-e21a-4e06-bcb4-8d899dfd3f06,10.9.180.240,Edge-Windows,True,0,normal
a804ee9e-99ee-44a4-bf5e-b83b9efbb5d3,identidad.refresh,2026-01-01 13:18:11,U000135,user135,reclamos,citypass-mobile,299a5d74-691e-4554-8129-9aae76a64e7d,10.14.14.49,Chrome-Android,True,0,normal
715b96e4-125f-47e8-8b4d-6124b47abcce,identidad.refresh,2026-01-01 13:23:54,U000156,user156,movilidad,citypass-mobile,e4849709-b306-4819-8a7b-7cec527c5e79,10.15.164.66,Firefox-Windows,True,0,normal
5c6c5b11-6a8d-4da6-a38b-456178a58c69,identidad.refresh,2026-01-01 14:04:31,U000055,user055,espacios,citypass-mobile,3d6b4cef-4f56-4989-aa8e-663323ac7d38,10.5.140.10,Edge-Windows,True,0,normal
30f88e7e-c1c9-4fff-aa1b-abd962e30ff9,identidad.logout,2026-01-01 14:12:44,U000117,,residuos,citypass-admin-web,0bd14296-254f-49be-ab54-c627d12d7b13,10.16.30.211,Chrome-Android,True,0,normal
82ae81b5-5880-4d56-84d8-111074862f2d,identidad.refresh,2026-01-01 14:29:04,U000149,user149,reclamos,citypass-mobile,89168b94-94cb-4229-82f3-a9b1c919293d,10.3.219.85,Firefox-Windows,True,0,normal
e71b787f-76fd-4fff-87e5-3f56e4771fdf,identidad.refresh,2026-01-01 14:29:53,U000187,user187,emergencias,citypass-mobile,6c5669fc-bb0e-44ac-833e-2242c0cead5a,10.5.17.33,Firefox-Windows,True,0,normal
4b13442f-125a-4e3c-9016-b2688dd05784,identidad.refresh,2026-01-01 14:38:27,U000189,user189,analitica,citypass-admin-web,898a982a-0b91-4fdc-99d7-d970c4408e3d,10.18.185.222,Chrome-Android,True,0,normal
9d3740c3-b9de-4b81-a150-5f8e6a6587fc,identidad.logout,2026-01-01 14:41:43,U000117,,residuos,citypass-admin-web,e87e68c3-0f9b-4b11-aff1-a235d19aebcf,10.16.30.211,Chrome-Android,True,0,normal
b7ee8228-69a7-4865-b433-b9ec0123fc03,identidad.login,2026-01-01 14:52:52,U000047,user047,analitica,citypass-admin-web,,10.3.3.118,Chrome-Windows,True,0,normal
e9627594-7130-4344-8acd-3cabcdab4d23,identidad.refresh,2026-01-01 14:55:15,U000150,user150,analitica,citypass-admin-web,188f4990-dc78-4abd-8187-a35020ac8201,10.16.224.139,Chrome-Windows,True,0,normal
64641144-5592-494d-864e-9bb3509e6c05,identidad.login,2026-01-01 14:58:30,U000066,user066,eda,citypass-admin-web,,10.13.231.148,Firefox-Windows,True,0,normal
11606c04-eeab-4872-8461-4f52955bb166,identidad.login,2026-01-01 15:27:04,U000200,user200,movilidad,citypass-mobile,,10.13.108.117,Edge-Windows,True,0,normal
9357d563-efbc-4116-82d5-40ba872c859e,identidad.login,2026-01-01 15:27:51,U000121,user121,eda,citypass-mobile,,10.7.161.55,Chrome-Windows,True,0,normal
392e48ca-909b-49df-ae69-7fb77671fde6,identidad.login,2026-01-01 15:29:10,U000065,user065,reclamos,citypass-mobile,,10.12.187.202,Chrome-Android,True,0,normal
45b99dba-56f7-4b1c-ac9e-ba99af4b50e4,identidad.login,2026-01-01 15:41:18,U000125,user125,espacios,citypass-admin-web,,10.7.109.30,Edge-Windows,True,0,normal
dd0745e9-d98d-42a8-b213-649885aa1b83,identidad.refresh,2026-01-01 15:50:38,U000006,user006,eda,citypass-mobile,969ae09c-2138-4a2d-8f98-46b2fe5da5ce,10.13.25.92,Firefox-Windows,True,0,normal
1d8a9949-3a4c-4ac3-812d-40f532b096b5,identidad.login,2026-01-01 15:50:43,U000184,user184,emergencias,citypass-admin-web,,10.19.28.116,Chrome-Windows,True,0,normal
65599c80-a24f-4a1c-9cc7-73970adbf9e0,identidad.logout,2026-01-01 16:07:05,U000033,,eda,citypass-mobile,da5ffaee-c2de-48ce-b1cc-3f0a1cce5dd2,10.14.91.109,Chrome-Android,True,0,normal
953015df-7f45-4249-b308-b02999862859,identidad.login,2026-01-01 16:14:32,U000076,user076,emergencias,citypass-mobile,,10.7.184.179,Chrome-Android,True,0,normal
0ac555bb-ae91-4487-872e-76c054b4755a,identidad.refresh,2026-01-01 16:18:11,U000131,user131,reclamos,citypass-mobile,f312fd4e-72b8-41ba-9695-a16901345fc2,10.16.249.24,Firefox-Windows,True,0,normal
7edba892-e978-4e63-a5fa-059b34cf6e0b,identidad.refresh,2026-01-01 16:18:37,U000156,user156,movilidad,citypass-mobile,319f9a29-4fce-4f99-a3b2-9c62f776ff66,10.15.164.66,Firefox-Windows,True,0,normal
d8199d8a-8043-41be-a325-7f2aeb5801c4,identidad.refresh,2026-01-01 16:19:33,U000163,user163,analitica,citypass-admin-web,3524dffc-4e67-40d6-ac6d-6d5c272996f6,10.5.161.25,Firefox-Windows,True,0,normal
f734aef7-23bf-44cc-bf90-3eadcb59274b,identidad.login,2026-01-01 16:34:20,U000058,user058,analitica,citypass-admin-web,,10.6.226.106,Edge-Windows,True,0,normal
7f39eb14-e4d6-42d1-a643-b26fc44133f9,identidad.login,2026-01-01 16:48:16,U000052,user052,movilidad,citypass-mobile,,10.9.130.126,Chrome-Windows,True,0,normal
7daf727c-ca09-4434-99c6-3c76a8af1e65,identidad.login,2026-01-01 16:53:39,U000109,user109,reclamos,citypass-mobile,,10.8.79.170,Chrome-Android,True,0,normal
599a18fd-7f56-411d-ba49-fa64641649c9,identidad.refresh,2026-01-01 17:52:26,U000002,user002,espacios,citypass-admin-web,827a8be7-f332-4ea2-9f17-607557416a8e,10.4.174.190,Chrome-Android,True,0,normal
0e43096c-6adb-4b0f-8fd1-ece7c70c1ee9,identidad.login,2026-01-01 18:06:30,U000103,user103,analitica,citypass-admin-web,,10.19.69.83,Chrome-Windows,True,0,normal
5ef2c809-90c0-4df2-ab1b-2863f12fe95f,identidad.refresh,2026-01-01 18:14:15,U000135,user135,reclamos,citypass-mobile,27999004-6742-4e73-b2e5-1e8ca9459799,10.14.14.49,Chrome-Android,True,0,normal
e602d5ee-4986-4cac-8904-fb061b5a001b,identidad.refresh,2026-01-02 08:13:52,U000073,user073,analitica,citypass-mobile,37d49a02-16cb-4d0b-8132-f3a151a9b6c2,10.6.169.22,Firefox-Windows,True,0,normal
55ceec8d-b0b6-4ee8-a102-2f5d1fba186a,identidad.login,2026-01-02 08:14:03,U000046,user046,residuos,citypass-admin-web,,10.8.68.102,Firefox-Windows,True,0,normal
8b5b9a81-8873-4e0c-b6a0-e65fbedd3d9e,identidad.refresh,2026-01-02 08:55:58,U000153,user153,analitica,citypass-mobile,4054e448-5709-43ff-aa57-b72ff550e42e,10.2.76.92,Chrome-Android,True,0,normal
dab35648-5e19-4799-95bd-3a796da7170a,identidad.refresh,2026-01-02 09:00:08,U000123,user123,emergencias,citypass-admin-web,df9ee5d9-1ab3-44b9-aef6-4b8366c20d73,10.16.75.9,Firefox-Windows,True,0,normal
f5544918-ff90-4151-a68a-9e8964c98be3,identidad.login,2026-01-02 09:01:16,U000158,user158,emergencias,citypass-mobile,,10.10.164.247,Firefox-Windows,True,0,normal
1eac25c8-a0a3-4524-85b0-b7a747cc36f3,identidad.refresh,2026-01-02 09:03:24,U000071,user071,analitica,citypass-admin-web,b03e53c3-14b9-447e-9abd-d62067c011ad,10.1.78.74,Chrome-Android,True,0,normal
02b33687-c742-4dae-b852-1f4ec28d8f4e,identidad.refresh,2026-01-02 09:05:31,U000072,user072,espacios,citypass-mobile,a0b1c722-ca0e-4aac-b31e-cf06db89d457,10.11.120.114,Edge-Windows,True,0,normal
58f86cc5-a971-4723-af85-d426a6c173c7,identidad.logout,2026-01-02 09:07:26,U000129,,movilidad,citypass-admin-web,265fbc10-b61e-41b9-8da2-7e16fa6e0a22,10.19.151.244,Firefox-Windows,True,0,normal
b87807cd-0b72-4e51-88b5-95a4c7733339,identidad.login,2026-01-02 09:20:06,U000154,user154,emergencias,citypass-admin-web,,10.14.145.175,Edge-Windows,True,0,normal
1095fddb-2f30-4254-a6f7-786c99770767,identidad.refresh,2026-01-02 09:33:33,U000029,user029,emergencias,citypass-admin-web,50ea4eee-cd03-429a-9ef9-46d28777367a,10.8.151.57,Chrome-Windows,True,0,normal
769e01a7-9ee2-4df9-8c20-0ae817a9c872,identidad.login,2026-01-02 09:50:32,U000052,user052,movilidad,citypass-mobile,,10.9.130.126,Chrome-Windows,True,0,normal
011dd884-eb64-442e-ba84-47eab867e5ba,identidad.logout,2026-01-02 10:05:38,U000003,,eda,citypass-admin-web,77414893-adfc-454c-858b-ff4cfe7965db,10.7.60.130,Edge-Windows,True,0,normal
5fcc65ca-0b22-4e43-b46a-4b121ad06747,identidad.logout,2026-01-02 10:28:31,U000120,,residuos,citypass-mobile,89b01ade-3f57-4720-b404-8eaaa97ed164,10.19.254.110,Chrome-Windows,True,0,normal
aed5f1e6-7d43-4b68-b54b-9c41630d3019,identidad.login,2026-01-02 10:37:07,U000110,user110,residuos,citypass-mobile,,10.14.191.141,Firefox-Windows,True,0,normal
a547cea6-b973-4710-9bd3-bff0014cc9d5,identidad.refresh,2026-01-02 10:43:28,U000155,user155,emergencias,citypass-mobile,e8f53d2f-4eed-4f19-a104-34a86ba7b4be,10.13.159.175,Edge-Windows,True,1,unusual_client
af00f1ce-d4f8-4f32-a371-e67c1a0c5d80,identidad.login,2026-01-02 10:49:41,U000046,user046,residuos,citypass-admin-web,,10.8.68.102,Firefox-Windows,True,0,normal
67328184-30b0-4b32-9258-a54058e19ced,identidad.logout,2026-01-02 10:51:54,U000076,,emergencias,citypass-mobile,582f6c53-d17f-47dd-ab4a-6f148ea130ab,10.7.184.179,Chrome-Android,True,0,normal
3be298f0-f7a9-48e2-a079-ecaecdead14b,identidad.login,2026-01-02 10:52:40,U000054,user054,movilidad,citypass-mobile,,10.15.142.181,Chrome-Windows,True,0,normal
6f49cac8-db34-4290-9f07-16c1703c5655,identidad.refresh,2026-01-02 10:58:24,U000115,user115,eda,citypass-admin-web,7d6335a8-c525-4bb8-bdf7-297f73ce93ab,10.18.75.179,Chrome-Android,True,0,normal
207d264e-4d45-4196-bed4-e7b0f5c88706,identidad.login,2026-01-02 11:08:15,U000015,user015,reclamos,citypass-admin-web,,10.15.37.68,Edge-Windows,True,0,normal
d2093b3c-c16d-4b7c-bdc6-2e7ccbfbe30e,identidad.login,2026-01-02 11:31:09,U000136,user136,analitica,citypass-admin-web,,10.2.53.69,Firefox-Windows,True,0,normal
c17bfa6d-8ce0-4741-89d5-2e51295d7ee6,identidad.logout,2026-01-02 11:42:52,U000075,,movilidad,citypass-admin-web,e4068798-e46c-433f-9f7f-8fe5368d333d,10.16.157.218,Chrome-Android,True,0,normal
ec4f6ae3-7487-4154-a1cb-e019e7439b1d,identidad.login,2026-01-02 11:52:31,U000079,user079,analitica,citypass-mobile,,10.15.171.136,Chrome-Android,True,0,normal
927aa5f0-8a56-431c-bc0a-b165bccbb06f,identidad.login,2026-01-02 11:58:22,U000174,user174,eda,citypass-admin-web,,10.16.158.105,Edge-Windows,True,1,unusual_client
5521ab05-3f07-4037-88dd-6725c114aa29,identidad.logout,2026-01-02 12:14:13,U000078,,analitica,citypass-admin-web,357754d1-445f-4dbf-9b95-177ddc1b9174,10.17.119.13,Chrome-Windows,True,0,normal
1c6eec8f-29e7-4acb-87ab-eda73231131e,identidad.logout,2026-01-02 12:57:47,U000002,,espacios,citypass-admin-web,9563de86-42e8-49b8-882d-a10395908eea,10.4.174.190,Chrome-Android,True,0,normal
68fcf693-d925-47d4-8b79-b86750b9e1e2,identidad.login,2026-01-02 13:24:19,U000136,user136,analitica,citypass-admin-web,,10.2.53.69,Firefox-Windows,True,0,normal
de0a0d17-9c74-4d52-854a-9f26255f72fa,identidad.login,2026-01-02 13:40:58,U000023,user023,emergencias,citypass-mobile,,10.17.236.1,Chrome-Android,True,0,normal
6382ca66-db13-4025-8bc4-a38d4f079d4e,identidad.logout,2026-01-02 13:45:17,U000170,,reclamos,citypass-mobile,490f5ff9-4a12-4ca9-b691-ad26bcbc5ad4,10.1.159.227,Edge-Windows,True,0,normal
52c21ede-ebb3-483f-9879-dae237d65103,identidad.logout,2026-01-02 13:45:22,U000053,,reclamos,citypass-mobile,10689c2f-5a0d-43cd-9f98-ae61bddba044,10.9.12.1,Edge-Windows,True,0,normal
3ff52120-e295-44d2-b761-e1d63244feff,identidad.login,2026-01-02 14:00:01,U000130,user130,analitica,citypass-mobile,,10.6.121.133,Firefox-Windows,True,0,normal
dd508285-ea2b-45c4-91cf-db7979a5c4bf,identidad.refresh,2026-01-02 14:02:03,U000161,user161,residuos,citypass-admin-web,752689ce-ea32-4aa2-938f-0af6f07e8924,10.1.145.222,Chrome-Android,True,0,normal
f4dc31df-909b-405c-a01a-071856d9171e,identidad.refresh,2026-01-02 14:04:43,U000043,user043,analitica,citypass-admin-web,d704c2bf-ea65-4b7f-9fdc-a5a31902c578,10.6.18.153,Edge-Windows,True,0,normal
9e6edca8-87e2-4fda-90f0-67a1b3131e49,identidad.login,2026-01-02 14:12:21,U000137,user137,reclamos,citypass-admin-web,,10.4.8.250,Edge-Windows,True,0,normal
e7bf2c13-8106-4317-9262-8d08a5001adf,identidad.logout,2026-01-02 14:12:42,U000053,,reclamos,citypass-mobile,c37d3fde-a2c7-46cd-bfe9-bcd66cdeb5d1,10.9.12.1,Edge-Windows,True,0,normal
95038860-be15-4b92-b4af-f6f95822be28,identidad.refresh,2026-01-02 14:13:01,U000070,user070,espacios,citypass-admin-web,83f19b2f-5390-4e11-8e10-c3f1e7271468,10.13.174.192,Firefox-Windows,True,0,normal
caad2ce3-d0e2-4ea2-8c2c-bbfbbf82c6e4,identidad.refresh,2026-01-02 14:26:49,U000003,user003,eda,citypass-admin-web,8fb545df-27d8-4852-99f1-d49504ea17ff,10.7.60.130,Edge-Windows,True,0,normal
22cef937-7519-465c-b8f0-e59c03b06d12,identidad.refresh,2026-01-02 14:58:30,U000002,user002,espacios,citypass-admin-web,0c9c1061-e8a8-453f-9030-b1a27285bfc8,10.4.174.190,Chrome-Android,True,0,normal
1721480a-1419-4db0-814d-d67367da5424,identidad.login,2026-01-02 15:21:45,U000078,user078,analitica,citypass-admin-web,,10.17.119.13,Chrome-Windows,True,0,normal
85fc5d93-4566-4db1-89bc-ca98edf47ddb,identidad.refresh,2026-01-02 15:23:05,U000118,user118,emergencias,citypass-mobile,afb6998e-726d-48d8-8f87-7b05c5c49df1,10.2.39.39,Chrome-Windows,True,0,normal
fe9d50ec-24c8-43d4-9ee3-731e6c96dc9d,identidad.refresh,2026-01-02 15:24:20,U000014,user014,eda,citypass-mobile,ab45f60e-a1bc-4436-9926-d38d3af5b1ac,10.7.234.242,Edge-Windows,True,0,normal
703b0fe2-19fd-48e4-9f11-7706edec7cac,identidad.login,2026-01-02 15:34:02,U000116,user116,emergencias,citypass-mobile,,10.10.121.123,Firefox-Windows,True,0,normal
20c51fd0-5ea9-4230-bc65-5ff4afe7f039,identidad.login,2026-01-02 15:34:20,U000118,user118,emergencias,citypass-mobile,,10.2.39.39,Chrome-Windows,True,0,normal
56bfcd63-62b0-4758-bf21-ef28de7e406e,identidad.logout,2026-01-02 15:47:01,U000155,,emergencias,citypass-admin-web,bc2684d4-2b83-4ef8-831d-b125c6de68ab,10.13.159.175,Chrome-Android,True,0,normal
6c590c9f-858b-4c56-8f5b-5441b3c08690,identidad.refresh,2026-01-02 16:03:45,U000175,user175,movilidad,citypass-admin-web,47f64284-6c8a-409d-9e4c-455d738e61e1,10.15.114.244,Firefox-Windows,True,0,normal
3d98ecc2-f1eb-478b-bd07-8a7b38ab421d,identidad.login,2026-01-02 16:14:36,U000062,user062,movilidad,citypass-admin-web,,10.13.85.72,Firefox-Windows,True,0,normal
44f398e9-2e6a-479c-8d20-45de56a7b864,identidad.login,2026-01-02 16:16:19,U000018,user018,movilidad,citypass-mobile,,10.14.153.17,Chrome-Android,True,0,normal
efd0f1cc-29a3-4a98-b8ab-b8946ece96ec,identidad.refresh,2026-01-02 16:17:13,U000015,user015,reclamos,citypass-admin-web,c11b6d05-b841-47e7-9d54-4a0e00cb9edd,10.15.37.68,Edge-Windows,True,0,normal
8ec08137-1afc-4c1c-a844-d964cd6eae58,identidad.logout,2026-01-02 16:18:08,U000148,,movilidad,citypass-mobile,ba2b8f97-c026-4151-aed5-c4e0da18ef4a,10.3.121.201,Firefox-Windows,True,0,normal
28af8cdc-7bab-4014-b022-452dd93d67d4,identidad.refresh,2026-01-02 16:34:50,U000006,user006,eda,citypass-mobile,372cb70f-191d-4abc-8449-3092b2f2d559,10.13.25.92,Firefox-Windows,True,0,normal
b5fcda98-10a4-47e4-8207-4eb68c7363e1,identidad.login,2026-01-02 16:35:11,U000197,user197,movilidad,citypass-admin-web,,10.14.217.144,Firefox-Windows,True,0,normal
6576f12f-5abb-430b-9899-25ba8fadab62,identidad.login,2026-01-02 16:35:26,U000005,user005,espacios,citypass-admin-web,,10.14.88.72,Edge-Windows,True,0,normal
a8ff49e4-0b58-4522-b5f0-bbb4d0489d10,identidad.login,2026-01-02 16:54:41,U000089,user089,analitica,citypass-admin-web,,10.15.236.33,Chrome-Android,True,0,normal
7b116289-110b-4862-8bb0-791fffae286c,identidad.login,2026-01-02 17:19:39,U000166,user166,analitica,citypass-mobile,,10.16.248.207,Firefox-Windows,True,0,normal
9db17e62-1895-4083-a5da-80b6127f3a34,identidad.login,2026-01-02 17:28:51,U000047,user047,analitica,citypass-admin-web,,10.3.3.118,Chrome-Windows,True,0,normal
bcf2f8aa-7d6c-4ae9-bb0e-b7389b3e4da9,identidad.refresh,2026-01-02 17:38:25,U000037,user037,analitica,citypass-admin-web,cf930131-3722-43cc-b314-9e047c0cdcc4,10.1.249.24,Edge-Windows,True,0,normal
b6a8bf67-d9af-4ded-8d8d-784006841cb8,identidad.refresh,2026-01-02 17:56:08,U000155,user155,emergencias,citypass-admin-web,cd1c6e66-8650-4966-8f72-3ea84d8f4133,10.13.159.175,Chrome-Android,True,0,normal
7508aefb-4819-4b32-913d-f0016a9715c2,identidad.refresh,2026-01-02 18:06:41,U000179,user179,analitica,citypass-admin-web,d21d623c-a06d-49e0-b428-8997d554f287,10.19.53.18,Edge-Windows,True,0,normal
1c844901-11b2-4a48-98d7-838ec672b3e7,identidad.login,2026-01-02 18:26:30,U000051,user051,espacios,citypass-mobile,,10.18.40.70,Edge-Windows,True,0,normal
c72652d1-a37a-4db6-a15d-56f5ace38bf0,identidad.refresh,2026-01-02 18:27:44,U000191,user191,residuos,citypass-mobile,8f4586ad-df0b-4d48-a2fa-31fa089992cb,10.14.81.171,Firefox-Windows,True,0,normal
f1aaf7c2-d2bb-4780-a3e2-a18610a0458c,identidad.login,2026-01-02 18:56:43,U000062,user062,movilidad,citypass-admin-web,,10.13.85.72,Firefox-Windows,True,0,normal
33947ef4-edd3-4f4d-b84e-0b447944f280,identidad.login,2026-01-02 18:58:31,U000185,user185,emergencias,citypass-admin-web,,10.10.118.165,Chrome-Windows,True,0,normal
73acb74d-08a9-4aa3-bc1f-8b6495fcf679,identidad.login,2026-01-02 19:28:03,U000085,user085,reclamos,citypass-mobile,,10.2.53.214,Chrome-Android,True,0,normal
3cf978a1-aa2b-4131-942b-23330e3b6df5,identidad.refresh,2026-01-02 19:38:19,U000095,user095,movilidad,citypass-admin-web,9159cf2c-a073-4eb8-aa7c-215652d98dc3,10.8.33.122,Edge-Windows,True,0,normal
226822dc-dd0e-4dba-a337-55bc347d5735,identidad.login,2026-01-03 02:44:55,U000084,user084,movilidad,citypass-admin-web,,147.48.243.82,Edge-Windows,True,1,multiple_changes
5b1434cc-030e-46cd-8d41-fb3e21b8ad6e,identidad.refresh,2026-01-03 05:58:42,U000019,user019,emergencias,citypass-admin-web,a8c65b70-7672-4698-bda1-c1cac5bb593e,10.9.249.142,Chrome-Windows,True,1,unusual_hour
3fe28ac8-8799-44f9-b5b1-8883e8e4dcb3,identidad.login,2026-01-04 04:47:41,U000173,user173,movilidad,citypass-admin-web,,176.148.61.201,Chrome-Windows,True,1,multiple_changes
587b33c5-515c-460e-8b8e-033986bb5ac0,identidad.login,2026-01-05 07:41:25,U000056,user056,eda,citypass-admin-web,,10.10.94.231,Firefox-Windows,True,0,normal
133db816-e616-4e90-ad75-d863755c3468,identidad.refresh,2026-01-05 08:14:20,U000100,user100,espacios,citypass-mobile,ef3c15ae-6043-4f1a-98e6-196366f18368,10.12.18.130,Chrome-Windows,True,0,normal
b53339ee-f09a-4519-9320-d10e32d41770,identidad.login,2026-01-05 08:23:56,U000182,user182,residuos,citypass-admin-web,,10.8.151.83,Edge-Windows,True,0,normal
57ed45e9-ca80-499d-93d9-f6478a88581c,identidad.logout,2026-01-05 08:30:06,U000166,,analitica,citypass-mobile,2ddf9bca-0d2c-4f11-87bd-515eedb8c75b,10.16.248.207,Firefox-Windows,True,0,normal
3e7dad5c-dcbc-47a0-9373-3bf9256530ac,identidad.refresh,2026-01-05 08:45:57,U000161,user161,residuos,citypass-admin-web,44b72e46-0a2e-42d8-9294-09dd74fe2135,10.1.145.222,Chrome-Android,True,0,normal
70a750b8-4834-4475-893e-eaba6f61c6e9,identidad.login,2026-01-05 08:59:54,U000118,user118,emergencias,citypass-mobile,,10.2.39.39,Chrome-Windows,True,0,normal
61c799cd-2728-421e-8551-dce05bb867e4,identidad.refresh,2026-01-05 09:10:02,U000060,user060,eda,citypass-mobile,3e22464f-77fd-4ffe-bdc5-e017934a152b,10.13.224.10,Edge-Windows,True,0,normal
0ac6b18f-f5ad-4c15-ab96-ed910b9fabc6,identidad.refresh,2026-01-05 09:12:22,U000104,user104,movilidad,citypass-mobile,1c846894-1529-4d77-8ae3-fb686126decb,10.15.146.157,Firefox-Windows,True,0,normal
